num_qubits,num_features,num_layers,seed,bases,score
1,5,5,34,Z,0.14821186604723188
1,5,5,34,XY,0.22825687185443283
1,5,5,34,XZ,0.17327961672473866
1,5,5,34,YZ,0.2171094657375145
1,5,5,34,XYZ,0.22409262485481998
1,5,5,35,X,0.3716100464576074
1,5,5,35,Y,0.22410472319008906
1,5,5,35,Z,0.1920489740611692
1,5,5,35,XY,0.4607094463801781
1,5,5,35,XZ,0.4397793263646922
1,5,5,35,YZ,0.32776084010840106
1,5,5,35,XYZ,0.49549457994579943
1,5,5,36,X,0.21712156407278357
1,5,5,36,Y,0.1426490514905149
1,5,5,36,Z,0.18719028261711185
1,5,5,36,XY,0.2741942508710801
1,5,5,36,XZ,0.27141647309330236
1,5,5,36,YZ,0.27698170731707317
1,5,5,36,XYZ,0.3542368370112272
1,5,5,37,X,0.17676393728223
1,5,5,37,Y,0.17744144405729773
1,5,5,37,Z,0.21991144018583048
1,5,5,37,XY,0.27836333720480066
1,5,5,37,XZ,0.3013380758807588
1,5,5,37,YZ,0.3026882500967867
1,5,5,37,XYZ,0.3764832559039876
1,5,5,38,X,0.16213463027487418
1,5,5,38,Y,0.18371806039488967
1,5,5,38,Z,0.16422764227642278
1,5,5,38,XY,0.24702380952380948
1,5,5,38,XZ,0.19832801006581496
1,5,5,38,YZ,0.22754307007355784
1,5,5,38,XYZ,0.2665045489740612
1,5,5,39,X,0.12455720092915215
1,5,5,39,Y,0.11135065814943863
1,5,5,39,Z,0.15519502516453737
1,5,5,39,XY,0.12805603948896632
1,5,5,39,XZ,0.2018050716221448
1,5,5,39,YZ,0.16982433217189316
1,5,5,39,XYZ,0.1990563298490128
1,5,5,40,X,0.28949622531939606
1,5,5,40,Y,0.1551853464963221
1,5,5,40,Z,0.14893776616337592
1,5,5,40,XY,0.3041352109949671
1,5,5,40,XZ,0.30619192799070843
1,5,5,40,YZ,0.1858207510646535
1,5,5,40,XYZ,0.33125241966705377
1,5,5,41,X,0.226154181184669
1,5,5,41,Y,0.25820993031358885
1,5,5,41,Z,0.2039150212930701
1,5,5,41,XY,0.35421506000774294
1,5,5,41,XZ,0.4217044134727062
1,5,5,41,YZ,0.33612562911343397
1,5,5,41,XYZ,0.43075880758807583
1,5,5,42,X,0.1356949283778552
1,5,5,42,Y,0.1677216415021293
1,5,5,42,Z,0.1746902826171119
1,5,5,42,XY,0.18092818428184282
1,5,5,42,XZ,0.1899438637243515
1,5,5,42,YZ,0.21225077429345723
1,5,5,42,XYZ,0.23033294618660474
1,5,5,43,X,0.1996951219512195
1,5,5,43,Y,0.17673974061169181
1,5,5,43,Z,0.1190234223770809
1,5,5,43,XY,0.29018583042973284
1,5,5,43,XZ,0.2268776616337592
1,5,5,43,YZ,0.2706954123112659
1,5,5,43,XYZ,0.3291666666666667
1,5,5,44,X,0.12526374370886567
1,5,5,44,Y,0.2275503290747193
1,5,5,44,Z,0.10368031358885017
1,5,5,44,XY,0.25677506775067754
1,5,5,44,XZ,0.15867208672086722
1,5,5,44,YZ,0.2484078590785908
1,5,5,44,XYZ,0.2700179055361982
1,5,5,45,X,0.17258759194734807
1,5,5,45,Y,0.44050764614789006
1,5,5,45,Z,0.11902342237708093
1,5,5,45,XY,0.3757888114595432
1,5,5,45,XZ,0.18302119628339142
1,5,5,45,YZ,0.3980473286875726
1,5,5,45,XYZ,0.39178765001935734
1,5,5,46,X,0.21017469996128532
1,5,5,46,Y,0.20740902051877663
1,5,5,46,Z,0.37092044134727065
1,5,5,46,XY,0.3639735772357724
1,5,5,46,XZ,0.46067315137437087
1,5,5,46,YZ,0.5094294425087107
1,5,5,46,XYZ,0.5727400309717383
1,5,5,47,X,0.25606126596980255
1,5,5,47,Y,0.22128339140534262
1,5,5,47,Z,0.16146196283391406
1,5,5,47,XY,0.37299167634533487
1,5,5,47,XZ,0.31592382888114595
1,5,5,47,YZ,0.3082776809910956
1,5,5,47,XYZ,0.43701364692218353
1,5,5,48,X,0.19623741773132017
1,5,5,48,Y,0.3138646922183507
1,5,5,48,Z,0.2407713898567557
1,5,5,48,XY,0.5107941347270615
1,5,5,48,XZ,0.41753532713898567
1,5,5,48,YZ,0.4843689508323655
1,5,5,48,XYZ,0.6047086720867209
1,5,5,49,X,0.19066976384049555
1,5,5,49,Y,0.1447444831591173
1,5,5,49,Z,0.1878605303910182
1,5,5,49,XY,0.20598383662408054
1,5,5,49,XZ,0.2832292876500194
1,5,5,49,YZ,0.25401422764227644
1,5,5,49,XYZ,0.3222077042198993
1,5,5,50,X,0.26513017808749517
1,5,5,50,Y,0.24007210607820362
1,5,5,50,Z,0.22270131629887727
1,5,5,50,XY,0.38690718157181575
1,5,5,50,XZ,0.4133734998064266
1,5,5,50,YZ,0.30827768099109565
1,5,5,50,XYZ,0.4717891018195896
1,5,5,51,X,0.15657181571815718
1,5,5,51,Y,0.1913666279519938
1,5,5,51,Z,0.21504065040650405
1,5,5,51,XY,0.276957510646535
1,5,5,51,XZ,0.26652390631049167
1,5,5,51,YZ,0.3166085946573751
1,5,5,51,XYZ,0.34376935733643055
1,5,5,52,X,0.24007210607820362
1,5,5,52,Y,0.17538472706155633
1,5,5,52,Z,0.2762533875338753
1,5,5,52,XY,0.3493684668989547
1,5,5,52,XZ,0.4001355013550135
1,5,5,52,YZ,0.3750871080139373
1,5,5,52,XYZ,0.4906237901664731
1,5,5,53,X,0.18091608594657377
1,5,5,53,Y,0.15028552071235
1,5,5,53,Z,0.17395470383275263
1,5,5,53,XY,0.24076413085559425
1,5,5,53,XZ,0.24496709252806817
1,5,5,53,YZ,0.21988724351529232
1,5,5,53,XYZ,0.28879210220673635
1,5,5,54,X,0.1670150987224158
1,5,5,54,Y,0.15867692605497483
1,5,5,54,Z,0.1419788037166086
1,5,5,54,XY,0.19691734417344173
1,5,5,54,XZ,0.22409504452187382
1,5,5,54,YZ,0.21574477351916377
1,5,5,54,XYZ,0.25400212930700733
1,5,5,55,X,0.13290505226480837
1,5,5,55,Y,0.1537795199380565
1,5,5,55,Z,0.20877371273712736
1,5,5,55,XY,0.1628145567169957
1,5,5,55,XZ,0.2414972899728997
1,5,5,55,YZ,0.23659262485481997
1,5,5,55,XYZ,0.26234756097560974
1,5,5,56,X,0.13916715060007742
1,5,5,56,Y,0.1322251258226868
1,5,5,56,Z,0.1552047038327526
1,5,5,56,XY,0.15102109949670925
1,5,5,56,XZ,0.1823170731707317
1,5,5,56,YZ,0.2039198606271777
1,5,5,56,XYZ,0.21225077429345723
1,5,5,57,X,0.4022406116918312
1,5,5,57,Y,0.2268607239643825
1,5,5,57,Z,0.3410230352303523
1,5,5,57,XY,0.5393050716221448
1,5,5,57,XZ,0.613056523422377
1,5,5,57,YZ,0.4989837398373983
1,5,5,57,XYZ,0.6875314556716996
1,5,5,58,X,0.2686265969802555
1,5,5,58,Y,0.2734973867595819
1,5,5,58,Z,0.29021728610143244
1,5,5,58,XY,0.3973504645760743
1,5,5,58,XZ,0.4112877468060395
1,5,5,58,YZ,0.4140655245838173
1,5,5,58,XYZ,0.5031576655052264
1,5,5,59,X,0.13848480449090206
1,5,5,59,Y,0.14683023615950447
1,5,5,59,Z,0.1690935927216415
1,5,5,59,XY,0.17259243128145568
1,5,5,59,XZ,0.1732844560588463
1,5,5,59,YZ,0.22131000774293455
1,5,5,59,XYZ,0.23452138985675575
1,5,5,60,X,0.15238821138211384
1,5,5,60,Y,0.23523277197057685
1,5,5,60,Z,0.18161536972512582
1,5,5,60,XY,0.27766889276035617
1,5,5,60,XZ,0.23798877274487032
1,5,5,60,YZ,0.28530778164924503
1,5,5,60,XYZ,0.34515582655826554
1,5,5,61,X,0.2115635888501742
1,5,5,61,Y,0.2449549941927991
1,5,5,61,Z,0.21156600851722804
1,5,5,61,XY,0.3222004452187379
1,5,5,61,XZ,0.28531987998451414
1,5,5,61,YZ,0.31384775454897407
1,5,5,61,XYZ,0.3695218737901665
1,5,5,62,X,0.32289246999612853
1,5,5,62,Y,0.13501016260162602
1,5,5,62,Z,0.15031455671699573
1,5,5,62,XY,0.3444565427797135
1,5,5,62,XZ,0.3674240224545102
1,5,5,62,YZ,0.175362950058072
1,5,5,62,XYZ,0.36116434378629503
1,5,5,63,X,0.22755516840882697
1,5,5,63,Y,0.37511130468447546
1,5,5,63,Z,0.21155391018195896
1,5,5,63,XY,0.41544473480449096
1,5,5,63,XZ,0.32985869144405733
1,5,5,63,YZ,0.3862224157955865
1,5,5,63,XYZ,0.46487369337979095
1,5,5,64,X,0.1719076655052265
1,5,5,64,Y,0.16494386372435155
1,5,5,64,Z,0.1419642857142857
1,5,5,64,XY,0.24426780874951604
1,5,5,64,XZ,0.215715737514518
1,5,5,64,YZ,0.22477739063104915
1,5,5,64,XYZ,0.2706905729771584
1,5,5,65,X,0.13015389082462253
1,5,5,65,Y,0.17747048006194346
1,5,5,65,Z,0.1614522841656988
1,5,5,65,XY,0.19832317073170733
1,5,5,65,XZ,0.17675425861401473
1,5,5,65,YZ,0.22478706929926445
1,5,5,65,XYZ,0.24080526519550913
1,5,5,66,X,0.24218689508323657
1,5,5,66,Y,0.2025091947348045
1,5,5,66,Z,0.18168312040263263
1,5,5,66,XY,0.33474641889276036
1,5,5,66,XZ,0.286708768873403
1,5,5,66,YZ,0.2679176345334882
1,5,5,66,XYZ,0.3737224157955865
1,5,5,67,X,0.15377710027100272
1,5,5,67,Y,0.18305749128919863
1,5,5,67,Z,0.18233401084010842
1,5,5,67,XY,0.2185128726287263
1,5,5,67,XZ,0.2261566008517228
1,5,5,67,YZ,0.2553716608594658
1,5,5,67,XYZ,0.2790311653116532
1,5,5,68,X,0.2964261517615176
1,5,5,68,Y,0.21922183507549362
1,5,5,68,Z,0.25122435152922956
1,5,5,68,XY,0.5226117886178863
1,5,5,68,XZ,0.4919884823848239
1,5,5,68,YZ,0.3695194541231127
1,5,5,68,XYZ,0.5866361788617886
1,5,5,69,X,0.22131000774293458
1,5,5,69,Y,0.2289537359659311
1,5,5,69,Z,0.16004161827332558
1,5,5,69,XY,0.30340931087882306
1,5,5,69,XZ,0.30481513743708866
1,5,5,69,YZ,0.29437427409988387
1,5,5,69,XYZ,0.3548949864498645
1,5,5,70,X,0.21363966318234612
1,5,5,70,Y,0.20668312040263262
1,5,5,70,Z,0.14198606271777003
1,5,5,70,XY,0.37366918312040265
1,5,5,70,XZ,0.2554127951993806
1,5,5,70,YZ,0.2484247967479675
1,5,5,70,XYZ,0.38898083623693375
1,5,5,71,X,0.17466850561362754
1,5,5,71,Y,0.2463704994192799
1,5,5,71,Z,0.14334833526906698
1,5,5,71,XY,0.2735022260936895
1,5,5,71,XZ,0.29504452187379016
1,5,5,71,YZ,0.3068936314363144
1,5,5,71,XYZ,0.33194686411149826
1,5,5,72,X,0.12316589237320943
1,5,5,72,Y,0.2150333914053426
1,5,5,72,Z,0.16630613627564847
1,5,5,72,XY,0.26794425087108015
1,5,5,72,XZ,0.20039198606271777
1,5,5,72,YZ,0.2971593108788231
1,5,5,72,XYZ,0.333338172667441
1,5,5,73,X,0.189989837398374
1,5,5,73,Y,0.16005613627564846
1,5,5,73,Z,0.1537916182733256
1,5,5,73,XY,0.24287408052651954
1,5,5,73,XZ,0.19344754161827332
1,5,5,73,YZ,0.20390292295780102
1,5,5,73,XYZ,0.25608062330623305
1,5,5,74,X,0.18093786295005806
1,5,5,74,Y,0.15377951993805652
1,5,5,74,Z,0.21851529229578012
1,5,5,74,XY,0.20806475029036003
1,5,5,74,XZ,0.29224980642663567
1,5,5,74,YZ,0.2811265969802555
1,5,5,74,XYZ,0.3242740998838559
1,5,5,75,X,0.21711188540456833
1,5,5,75,Y,0.14126984126984127
1,5,5,75,Z,0.16561895083236547
1,5,5,75,XY,0.2678934378629501
1,5,5,75,XZ,0.29225464576074334
1,5,5,75,YZ,0.2177918118466899
1,5,5,75,XYZ,0.3319033101045296
1,5,5,76,X,0.15107191250483934
1,5,5,76,Y,0.2721060782036392
1,5,5,76,Z,0.16423974061169183
1,5,5,76,XY,0.3222028648857917
1,5,5,76,XZ,0.212253193960511
1,5,5,76,YZ,0.3319347657762292
1,5,5,76,XYZ,0.34516792489353465
1,5,5,77,X,0.2317194154084398
1,5,5,77,Y,0.20945847851335656
1,5,5,77,Z,0.20041618273325593
1,5,5,77,XY,0.34932975222609375
1,5,5,77,XZ,0.3611159504452187
1,5,5,77,YZ,0.28113627564847077
1,5,5,77,XYZ,0.4070605884630275
1,5,5,78,X,0.25399970963995355
1,5,5,78,Y,0.2080768486256291
1,5,5,78,Z,0.23452864885791716
1,5,5,78,XY,0.33958091366627957
1,5,5,78,XZ,0.33403987611304686
1,5,5,78,YZ,0.35005081300813007
1,5,5,78,XYZ,0.4356247580332946
1,5,5,79,X,0.1503097173828881
1,5,5,79,Y,0.22199235385210994
1,5,5,79,Z,0.215028552071235
1,5,5,79,XY,0.22755758807588075
1,5,5,79,XZ,0.27348528842431286
1,5,5,79,YZ,0.2560830429732869
1,5,5,79,XYZ,0.2783512388695316
1,5,5,80,X,0.16702235772357726
1,5,5,80,Y,0.1496176926054975
1,5,5,80,Z,0.19278213317847465
1,5,5,80,XY,0.2101698606271777
1,5,5,80,XZ,0.2644333139759969
1,5,5,80,YZ,0.24912891986062718
1,5,5,80,XYZ,0.31662553232675184
1,5,5,81,X,0.1398664343786295
1,5,5,81,Y,0.16493176538908247
1,5,5,81,Z,0.15239547038327525
1,5,5,81,XY,0.20948267518389468
1,5,5,81,XZ,0.20386420828494
1,5,5,81,YZ,0.22131242740998838
1,5,5,81,XYZ,0.24844415408439802
1,5,5,82,X,0.13151616337591948
1,5,5,82,Y,0.1920876887340302
1,5,5,82,Z,0.1405536198219125
1,5,5,82,XY,0.20389808362369338
1,5,5,82,XZ,0.16698606271777003
1,5,5,82,YZ,0.23381242740998837
1,5,5,82,XYZ,0.23243079752226095
1,5,5,83,X,0.2595601045296167
1,5,5,83,Y,0.3799675764614789
1,5,5,83,Z,0.2526011420828494
1,5,5,83,XY,0.46973480449090205
1,5,5,83,XZ,0.42937717770034844
1,5,5,83,YZ,0.5713342044134726
1,5,5,83,XYZ,0.622108497870693
1,5,5,84,X,0.168387049941928
1,5,5,84,Y,0.2087761324041812
1,5,5,84,Z,0.18579413472706158
1,5,5,84,XY,0.25399487030584594
1,5,5,84,XZ,0.23380032907471934
1,5,5,84,YZ,0.2804490902051878
1,5,5,84,XYZ,0.30409649632210606
1,5,5,85,X,0.13571428571428573
1,5,5,85,Y,0.20946331784746422
1,5,5,85,Z,0.3332946186604723
1,5,5,85,XY,0.22894163763066203
1,5,5,85,XZ,0.38552071234998064
1,5,5,85,YZ,0.39524293457220283
1,5,5,85,XYZ,0.43421409214092144
1,5,5,86,X,0.14823606271777004
1,5,5,86,Y,0.14126258226867983
1,5,5,86,Z,0.2046022067363531
1,5,5,86,XY,0.21433410762679053
1,5,5,86,XZ,0.2365974641889276
1,5,5,86,YZ,0.2484296360820751
1,5,5,86,XYZ,0.27905294231513744
1,5,5,87,X,0.1690984320557491
1,5,5,87,Y,0.13568283004258613
1,5,5,87,Z,0.16422038327526134
1,5,5,87,XY,0.1955381339527681
1,5,5,87,XZ,0.22754307007355784
1,5,5,87,YZ,0.2672207704219899
1,5,5,87,XYZ,0.28042489353464967
1,5,5,88,X,0.15796554394115367
1,5,5,88,Y,0.22130274874177314
1,5,5,88,Z,0.19415892373209448
1,5,5,88,XY,0.2714140534262485
1,5,5,88,XZ,0.23523519163763065
1,5,5,88,YZ,0.3034068912117693
1,5,5,88,XYZ,0.31664246999612855
1,5,5,89,X,0.17885210994967093
1,5,5,89,Y,0.26372919086333724
1,5,5,89,Z,0.2289513162988773
1,5,5,89,XY,0.3709228610143244
1,5,5,89,XZ,0.2874104723190089
1,5,5,89,YZ,0.36879597367402245
1,5,5,89,XYZ,0.45299796747967475
1,5,5,90,X,0.20112272551296942
1,5,5,90,Y,0.19624709639953544
1,5,5,90,Z,0.23868805652342234
1,5,5,90,XY,0.28741047231900885
1,5,5,90,XZ,0.33401084010840104
1,5,5,90,YZ,0.28460365853658537
1,5,5,90,XYZ,0.3270349399922571
1,5,5,91,X,0.1718931475029036
1,5,5,91,Y,0.215028552071235
1,5,5,91,Z,0.23312040263259776
1,5,5,91,XY,0.2713995354239257
1,5,5,91,XZ,0.252605981416957
1,5,5,91,YZ,0.29576316298877275
1,5,5,91,XYZ,0.33194202477739065
1,5,5,92,X,0.1871902826171119
1,5,5,92,Y,0.2101480836236934
1,5,5,92,Z,0.15795828493999226
1,5,5,92,XY,0.2846326945412311
1,5,5,92,XZ,0.2164222802942315
1,5,5,92,YZ,0.23868563685636857
1,5,5,92,XYZ,0.2839527680991096
1,5,5,93,X,0.10090495547812621
1,5,5,93,Y,0.21293312040263263
1,5,5,93,Z,0.26026664730933025
1,5,5,93,XY,0.21293312040263263
1,5,5,93,XZ,0.26026664730933025
1,5,5,93,YZ,0.36185636856368564
1,5,5,93,XYZ,0.36185636856368564
1,5,5,94,X,0.12248596593108788
1,5,5,94,Y,0.15031939605110337
1,5,5,94,Z,0.323586914440573
1,5,5,94,XY,0.16840398761130468
1,5,5,94,XZ,0.31109659310878823
1,5,5,94,YZ,0.32148422377080915
1,5,5,94,XYZ,0.33608207510646537
1,5,5,95,X,0.21921215640727837
1,5,5,95,Y,0.15173248161053038
1,5,5,95,Z,0.19623015873015875
1,5,5,95,XY,0.31872096399535427
1,5,5,95,XZ,0.3187258033294619
1,5,5,95,YZ,0.24217721641502127
1,5,5,95,XYZ,0.35422231900890433
1,5,5,96,X,0.192051393728223
1,5,5,96,Y,0.22546699574138596
1,5,5,96,Z,0.2199066008517228
1,5,5,96,XY,0.3382041231126597
1,5,5,96,XZ,0.3437645180023229
1,5,5,96,YZ,0.3806789585753
1,5,5,96,XYZ,0.43426248548199764
1,5,5,97,X,0.2115635888501742
1,5,5,97,Y,0.1670175183894696
1,5,5,97,Z,0.19973141695702673
1,5,5,97,XY,0.3082897793263647
1,5,5,97,XZ,0.34864982578397213
