num_qubits,num_features,num_layers,seed,bases,score
1,5,5,0,X,0.1468399148277197
1,5,5,0,Y,0.13432781649245062
1,5,5,0,Z,0.1691153697251258
1,5,5,0,XY,0.16076025938830818
1,5,5,0,XZ,0.21017228029423154
1,5,5,0,YZ,0.1621564072783585
1,5,5,0,XYZ,0.21711188540456833
1,5,5,1,X,0.18997531939605108
1,5,5,1,Y,0.1551805071622145
1,5,5,1,Z,0.16074090205187766
1,5,5,1,XY,0.2818307200929152
1,5,5,1,XZ,0.2581663763066202
1,5,5,1,YZ,0.19833768873403018
1,5,5,1,XYZ,0.322911827332559
1,5,5,2,X,0.21919521873790165
1,5,5,2,Y,0.27003000387146725
1,5,5,2,Z,0.21503097173828883
1,5,5,2,XY,0.41682394502516457
1,5,5,2,XZ,0.3855110336817654
1,5,5,2,YZ,0.37509920634920635
1,5,5,2,XYZ,0.5218955671699573
1,5,5,3,X,0.2324453155245838
1,5,5,3,Y,0.25263501742160277
1,5,5,3,Z,0.260256968641115
1,5,5,3,XY,0.4071017228029423
1,5,5,3,XZ,0.3750871080139373
1,5,5,3,YZ,0.35908826945412314
1,5,5,3,XYZ,0.47460075493612075
1,5,5,4,X,0.18579413472706155
1,5,5,4,Y,0.23103222996515677
1,5,5,4,Z,0.32915214866434384
1,5,5,4,XY,0.29296602787456444
1,5,5,4,XZ,0.41616095625241967
1,5,5,4,YZ,0.45931329849012775
1,5,5,4,XYZ,0.4766840882694542
1,5,5,5,X,0.2428692411924119
1,5,5,5,Y,0.11901132404181185
1,5,5,5,Z,0.1635283584978707
1,5,5,5,XY,0.2839334107626791
1,5,5,5,XZ,0.3138550135501355
1,5,5,5,YZ,0.15866966705381338
1,5,5,5,XYZ,0.32079945799458
1,5,5,6,X,0.218491095625242
1,5,5,6,Y,0.2533052651955091
1,5,5,6,Z,0.15102109949670925
1,5,5,6,XY,0.34306039488966317
1,5,5,6,XZ,0.30131145954316685
1,5,5,6,YZ,0.3159528648857917
1,5,5,6,XYZ,0.3799724157955865
1,5,5,7,X,0.08839527680991095
1,5,5,7,Y,0.1433507549361208
1,5,5,7,Z,0.2032181571815718
1,5,5,7,XY,0.14472996515679443
1,5,5,7,XZ,0.21155391018195896
1,5,5,7,YZ,0.2338221060782036
1,5,5,7,XYZ,0.24774003097173827
1,5,5,8,X,0.12522744870305844
1,5,5,8,Y,0.16978803716608595
1,5,5,8,Z,0.19762388695315525
1,5,5,8,XY,0.16281697638404952
1,5,5,8,XZ,0.21569638017808748
1,5,5,8,YZ,0.26513017808749517
1,5,5,8,XYZ,0.2706929926442122
1,5,5,9,X,0.1663327526132404
1,5,5,9,Y,0.20389808362369338
1,5,5,9,Z,0.25261324041811845
1,5,5,9,XY,0.23591511807975224
1,5,5,9,XZ,0.28117015098722414
1,5,5,9,YZ,0.3228876306620209
1,5,5,9,XYZ,0.33683943089430896
1,5,5,10,X,0.3020204219899342
1,5,5,10,Y,0.16980739450251645
1,5,5,10,Z,0.14961043360433604
1,5,5,10,XY,0.37229965156794426
1,5,5,10,XZ,0.3987393534649632
1,5,5,10,YZ,0.24007694541231123
1,5,5,10,XYZ,0.4133444638017808
1,5,5,11,X,0.1864934185056136
1,5,5,11,Y,0.14196670538133954
1,5,5,11,Z,0.17467818428184284
1,5,5,11,XY,0.26513985675571045
1,5,5,11,XZ,0.24980884630274874
1,5,5,11,YZ,0.18718786295005807
1,5,5,11,XYZ,0.2978610143244289
1,5,5,12,X,0.1948340108401084
1,5,5,12,Y,0.23871467286101433
1,5,5,12,Z,0.17677361595044522
1,5,5,12,XY,0.3709131823461092
1,5,5,12,XZ,0.3131363724351529
1,5,5,12,YZ,0.3416932830042586
1,5,5,12,XYZ,0.4578784359272164
1,5,5,13,X,0.275583139759969
1,5,5,13,Y,0.2595552651955091
1,5,5,13,Z,0.24841995741385986
1,5,5,13,XY,0.38205816879597365
1,5,5,13,XZ,0.43843883081687957
1,5,5,13,YZ,0.35975851722802943
1,5,5,13,XYZ,0.4551442121564073
1,5,5,14,X,0.1600585559427023
1,5,5,14,Y,0.13431087882307396
1,5,5,14,Z,0.1412795199380565
1,5,5,14,XY,0.18441976384049558
1,5,5,14,XZ,0.16494144405729774
1,5,5,14,YZ,0.19762630662020908
1,5,5,14,XYZ,0.21085704607046069
1,5,5,15,X,0.20459252806813782
1,5,5,15,Y,0.16076025938830818
1,5,5,15,Z,0.17187379016647308
1,5,5,15,XY,0.2505299070847851
1,5,5,15,XZ,0.2602714866434379
1,5,5,15,YZ,0.21919279907084785
1,5,5,15,XYZ,0.31524148277197056
1,5,5,16,X,0.15519502516453737
1,5,5,16,Y,0.1816540843979868
1,5,5,16,Z,0.17119144405729772
1,5,5,16,XY,0.23592479674796749
1,5,5,16,XZ,0.17885694928377854
1,5,5,16,YZ,0.23314459930313589
1,5,5,16,XYZ,0.26099012775842045
1,5,5,17,X,0.13082413859852887
1,5,5,17,Y,0.1850972706155633
1,5,5,17,Z,0.15030245838172668
1,5,5,17,XY,0.18997773906310494
1,5,5,17,XZ,0.1843907278358498
1,5,5,17,YZ,0.2679273132017035
1,5,5,17,XYZ,0.2741724738675958
1,5,5,18,X,0.19135452961672475
1,5,5,18,Y,0.12455962059620596
1,5,5,18,Z,0.13986401471157567
1,5,5,18,XY,0.18720722028648856
1,5,5,18,XZ,0.2129500580720093
1,5,5,18,YZ,0.16144502516453735
1,5,5,18,XYZ,0.19487998451413086
1,5,5,19,X,0.18022890050329074
1,5,5,19,Y,0.19832801006581496
1,5,5,19,Z,0.1781431475029036
1,5,5,19,XY,0.29016405342624857
1,5,5,19,XZ,0.2581712156407278
1,5,5,19,YZ,0.25258904374758034
1,5,5,19,XYZ,0.3256605691056911
1,5,5,20,X,0.15658875338753386
1,5,5,20,Y,0.13919134727061558
1,5,5,20,Z,0.1294449283778552
1,5,5,20,XY,0.19416618273325592
1,5,5,20,XZ,0.17259969028261712
1,5,5,20,YZ,0.17817218350754935
1,5,5,20,XYZ,0.22202622919086332
1,5,5,21,X,0.2164367982965544
1,5,5,21,Y,0.2463148470770422
1,5,5,21,Z,0.2672377080913666
1,5,5,21,XY,0.36328155245838173
1,5,5,21,XZ,0.39874903213317847
1,5,5,21,YZ,0.443283004258614
1,5,5,21,XYZ,0.5177603561749903
1,5,5,22,X,0.34934668989547035
1,5,5,22,Y,0.24912891986062716
1,5,5,22,Z,0.23870257452574525
1,5,5,22,XY,0.4509267324816105
1,5,5,22,XZ,0.45373596593108784
1,5,5,22,YZ,0.43007646147890055
1,5,5,22,XYZ,0.5309499612853271
1,5,5,23,X,0.164198606271777
1,5,5,23,Y,0.19831591173054589
1,5,5,23,Z,0.17119870305845916
1,5,5,23,XY,0.26234514130855596
1,5,5,23,XZ,0.24287650019357337
1,5,5,23,YZ,0.29298780487804876
1,5,5,23,XYZ,0.33684427022841656
1,5,5,24,X,0.1384581881533101
1,5,5,24,Y,0.18232433217189317
1,5,5,24,Z,0.13084107626790553
1,5,5,24,XY,0.18441250483933413
1,5,5,24,XZ,0.16631823461091755
1,5,5,24,YZ,0.20461188540456834
1,5,5,24,XYZ,0.2129524777390631
1,5,5,25,X,0.34097464188927606
1,5,5,25,Y,0.16701993805652343
1,5,5,25,Z,0.2344996128532714
1,5,5,25,XY,0.43283488192024777
1,5,5,25,XZ,0.4147720673635307
1,5,5,25,YZ,0.3006121757646148
1,5,5,25,XYZ,0.4739208284939993
1,5,5,26,X,0.19763598528842433
1,5,5,26,Y,0.18512630662020904
1,5,5,26,Z,0.1732820363917925
1,5,5,26,XY,0.2637533875338754
1,5,5,26,XZ,0.2588777584204414
1,5,5,26,YZ,0.28253968253968254
1,5,5,26,XYZ,0.3298417537746806
1,5,5,27,X,0.17397406116918313
1,5,5,27,Y,0.21083526906697642
1,5,5,27,Z,0.22477255129694154
1,5,5,27,XY,0.25329800619434767
1,5,5,27,XZ,0.27628242353852106
1,5,5,27,YZ,0.2748669183120403
1,5,5,27,XYZ,0.3242861982191251
1,5,5,28,X,0.17466850561362757
1,5,5,28,Y,0.18857433217189318
1,5,5,28,Z,0.15241240805265194
1,5,5,28,XY,0.2282375145180023
1,5,5,28,XZ,0.23104432830042584
1,5,5,28,YZ,0.22335946573751456
1,5,5,28,XYZ,0.28320267131242743
1,5,5,29,X,0.2665118079752226
1,5,5,29,Y,0.2199235385210995
1,5,5,29,Z,0.35002419667053813
1,5,5,29,XY,0.3855182926829268
1,5,5,29,XZ,0.4335293263646922
1,5,5,29,YZ,0.3952550329074719
1,5,5,29,XYZ,0.4787504839334108
1,5,5,30,X,0.1551708284939992
1,5,5,30,Y,0.1753774680603949
1,5,5,30,Z,0.21644405729771582
1,5,5,30,XY,0.2783222028648858
1,5,5,30,XZ,0.2985530391018196
1,5,5,30,YZ,0.29579461866047235
1,5,5,30,XYZ,0.3514227642276423
1,5,5,31,X,0.21779907084785136
1,5,5,31,Y,0.17674699961285328
1,5,5,31,Z,0.11830236159504452
1,5,5,31,XY,0.27070993031358886
1,5,5,31,XZ,0.2324066008517228
1,5,5,31,YZ,0.194139566395664
1,5,5,31,XYZ,0.266545683313976
1,5,5,32,X,0.18719754161827334
1,5,5,32,Y,0.148923248161053
1,5,5,32,Z,0.2525963027487418
1,5,5,32,XY,0.266533584978707
1,5,5,32,XZ,0.2867039295392954
1,5,5,32,YZ,0.29157229965156795
1,5,5,32,XYZ,0.35837930700735576
1,5,5,33,X,0.16981223383662408
1,5,5,33,Y,0.14893292682926831
1,5,5,33,Z,0.19137872628726288
1,5,5,33,XY,0.21574961285327138
1,5,5,33,XZ,0.23800813008130078
1,5,5,33,YZ,0.19554297328687573
1,5,5,33,XYZ,0.2693258807588076
1,5,5,34,X,0.14961527293844368
1,5,5,34,Y,0.16492208672086722
